respondent_id,xyz_vaccine,seasonal_vaccine
27975,0.08,0.08
27976,0.22,0.22
27977,0.06,0.06
27978,0.1,0.1
27979,0.51,0.51
27980,0.02,0.02
27981,0.09,0.09
27982,0.23,0.23
27983,0.86,0.86
27984,0.24,0.24
27985,0.3,0.3
27986,0.12,0.12
27987,0.06,0.06
27988,0.39,0.39
27989,0.44,0.44
27990,0.2,0.2
27991,0.36,0.36
27992,0.05,0.05
27993,0.24,0.24
27994,0.84,0.84
27995,0.11,0.11
27996,0.08,0.08
27997,0.1,0.1
27998,0.39,0.39
27999,0.8,0.8
28000,0.26,0.26
28001,0.0,0.0
28002,0.03,0.03
28003,0.11,0.11
28004,0.07,0.07
28005,0.57,0.57
28006,0.24,0.24
28007,0.56,0.56
28008,0.75,0.75
28009,0.17,0.17
28010,0.02,0.02
28011,0.08,0.08
28012,0.52,0.52
28013,0.84,0.84
28014,0.16,0.16
28015,0.73,0.73
28016,0.15,0.15
28017,0.12,0.12
28018,0.7,0.7
28019,0.09,0.09
28020,0.17,0.17
28021,0.13,0.13
28022,0.68,0.68
28023,0.26,0.26
28024,0.75,0.75
28025,0.2,0.2
28026,0.04,0.04
28027,0.67,0.67
28028,0.8,0.8
28029,0.75,0.75
28030,0.82,0.82
28031,0.15,0.15
28032,0.18,0.18
28033,0.03,0.03
28034,0.17,0.17
28035,0.01,0.01
28036,0.32,0.32
28037,0.83,0.83
28038,0.05,0.05
28039,0.12,0.12
28040,0.88,0.88
28041,0.72,0.72
28042,0.07,0.07
28043,0.28,0.28
28044,0.69,0.69
28045,0.43,0.43
28046,0.23,0.23
28047,0.21,0.21
28048,0.0,0.0
28049,0.68,0.68
28050,0.21,0.21
28051,0.39,0.39
28052,0.48,0.48
28053,0.12,0.12
28054,0.41,0.41
28055,0.07,0.07
28056,0.85,0.85
28057,0.77,0.77
28058,0.69,0.69
28059,0.2,0.2
28060,0.09,0.09
28061,0.05,0.05
28062,0.65,0.65
28063,0.09,0.09
28064,0.65,0.65
28065,0.23,0.23
28066,0.4,0.4
28067,0.46,0.46
28068,0.07,0.07
28069,0.76,0.76
28070,0.18,0.18
28071,0.53,0.53
28072,0.05,0.05
28073,0.22,0.22
28074,0.23,0.23
28075,0.11,0.11
28076,0.1,0.1
28077,0.06,0.06
28078,0.16,0.16
28079,0.8,0.8
28080,0.04,0.04
28081,0.49,0.49
28082,0.23,0.23
28083,0.07,0.07
28084,0.05,0.05
28085,0.23,0.23
28086,0.55,0.55
28087,0.88,0.88
28088,0.38,0.38
28089,0.05,0.05
28090,0.68,0.68
28091,0.12,0.12
28092,0.06,0.06
28093,0.19,0.19
28094,0.12,0.12
28095,0.87,0.87
28096,0.38,0.38
28097,0.03,0.03
28098,0.43,0.43
28099,0.25,0.25
28100,0.23,0.23
28101,0.7,0.7
28102,0.17,0.17
28103,0.82,0.82
28104,0.19,0.19
28105,0.05,0.05
28106,0.66,0.66
28107,0.13,0.13
28108,0.81,0.81
28109,0.05,0.05
28110,0.82,0.82
28111,0.41,0.41
28112,0.47,0.47
28113,0.14,0.14
28114,0.08,0.08
28115,0.33,0.33
28116,0.65,0.65
28117,0.27,0.27
28118,0.19,0.19
28119,0.14,0.14
28120,0.79,0.79
28121,0.82,0.82
28122,0.03,0.03
28123,0.2,0.2
28124,0.36,0.36
28125,0.54,0.54
28126,0.77,0.77
28127,0.1,0.1
28128,0.05,0.05
28129,0.75,0.75
28130,0.09,0.09
28131,0.07,0.07
28132,0.81,0.81
28133,0.73,0.73
28134,0.07,0.07
28135,0.54,0.54
28136,0.18,0.18
28137,0.07,0.07
28138,0.18,0.18
28139,0.24,0.24
28140,0.2,0.2
28141,0.03,0.03
28142,0.16,0.16
28143,0.6,0.6
28144,0.6,0.6
28145,0.2,0.2
28146,0.06,0.06
28147,0.67,0.67
28148,0.29,0.29
28149,0.12,0.12
28150,0.8,0.8
28151,0.17,0.17
28152,0.75,0.75
28153,0.06,0.06
28154,0.04,0.04
28155,0.27,0.27
28156,0.76,0.76
28157,0.29,0.29
28158,0.22,0.22
28159,0.14,0.14
28160,0.1,0.1
28161,0.25,0.25
28162,0.34,0.34
28163,0.09,0.09
28164,0.16,0.16
28165,0.2,0.2
28166,0.81,0.81
28167,0.1,0.1
28168,0.67,0.67
28169,0.43,0.43
28170,0.46,0.46
28171,0.15,0.15
28172,0.49,0.49
28173,0.09,0.09
28174,0.12,0.12
28175,0.43,0.43
28176,0.04,0.04
28177,0.02,0.02
28178,0.62,0.62
28179,0.32,0.32
28180,0.04,0.04
28181,0.21,0.21
28182,0.03,0.03
28183,0.06,0.06
28184,0.24,0.24
28185,0.23,0.23
28186,0.11,0.11
28187,0.13,0.13
28188,0.06,0.06
28189,0.09,0.09
28190,0.13,0.13
28191,0.04,0.04
28192,0.1,0.1
28193,0.77,0.77
28194,0.11,0.11
28195,0.6,0.6
28196,0.36,0.36
28197,0.34,0.34
28198,0.86,0.86
28199,0.67,0.67
28200,0.1,0.1
28201,0.14,0.14
28202,0.23,0.23
28203,0.44,0.44
28204,0.07,0.07
28205,0.29,0.29
28206,0.36,0.36
28207,0.45,0.45
28208,0.03,0.03
28209,0.4,0.4
28210,0.06,0.06
28211,0.6,0.6
28212,0.87,0.87
28213,0.18,0.18
28214,0.25,0.25
28215,0.81,0.81
28216,0.35,0.35
28217,0.08,0.08
28218,0.67,0.67
28219,0.71,0.71
28220,0.35,0.35
28221,0.08,0.08
28222,0.31,0.31
28223,0.79,0.79
28224,0.26,0.26
28225,0.15,0.15
28226,0.12,0.12
28227,0.65,0.65
28228,0.48,0.48
28229,0.82,0.82
28230,0.02,0.02
28231,0.25,0.25
28232,0.38,0.38
28233,0.18,0.18
28234,0.88,0.88
28235,0.71,0.71
28236,0.05,0.05
28237,0.21,0.21
28238,0.21,0.21
28239,0.16,0.16
28240,0.1,0.1
28241,0.03,0.03
28242,0.16,0.16
28243,0.12,0.12
28244,0.33,0.33
28245,0.4,0.4
28246,0.04,0.04
28247,0.05,0.05
28248,0.11,0.11
28249,0.06,0.06
28250,0.71,0.71
28251,0.24,0.24
28252,0.07,0.07
28253,0.85,0.85
28254,0.09,0.09
28255,0.58,0.58
28256,0.54,0.54
28257,0.17,0.17
28258,0.13,0.13
28259,0.46,0.46
28260,0.12,0.12
28261,0.45,0.45
28262,0.13,0.13
28263,0.3,0.3
28264,0.74,0.74
28265,0.34,0.34
28266,0.25,0.25
28267,0.43,0.43
28268,0.2,0.2
28269,0.21,0.21
28270,0.8,0.8
28271,0.43,0.43
28272,0.15,0.15
28273,0.8,0.8
28274,0.5,0.5
28275,0.53,0.53
28276,0.28,0.28
28277,0.18,0.18
28278,0.35,0.35
28279,0.79,0.79
28280,0.08,0.08
28281,0.05,0.05
28282,0.0,0.0
28283,0.28,0.28
28284,0.83,0.83
28285,0.22,0.22
28286,0.13,0.13
28287,0.27,0.27
28288,0.19,0.19
28289,0.1,0.1
28290,0.05,0.05
28291,0.86,0.86
28292,0.25,0.25
28293,0.11,0.11
28294,0.85,0.85
28295,0.14,0.14
28296,0.76,0.76
28297,0.12,0.12
28298,0.41,0.41
28299,0.1,0.1
28300,0.05,0.05
28301,0.34,0.34
28302,0.46,0.46
28303,0.83,0.83
28304,0.12,0.12
28305,0.08,0.08
28306,0.03,0.03
28307,0.33,0.33
28308,0.86,0.86
28309,0.09,0.09
28310,0.26,0.26
28311,0.74,0.74
28312,0.76,0.76
28313,0.1,0.1
28314,0.39,0.39
28315,0.81,0.81
28316,0.12,0.12
28317,0.07,0.07
28318,0.06,0.06
28319,0.09,0.09
28320,0.85,0.85
28321,0.94,0.94
28322,0.37,0.37
28323,0.4,0.4
28324,0.85,0.85
28325,0.57,0.57
28326,0.13,0.13
28327,0.46,0.46
28328,0.42,0.42
28329,0.19,0.19
28330,0.12,0.12
28331,0.1,0.1
28332,0.02,0.02
28333,0.05,0.05
28334,0.13,0.13
28335,0.08,0.08
28336,0.42,0.42
28337,0.07,0.07
28338,0.05,0.05
28339,0.44,0.44
28340,0.09,0.09
28341,0.92,0.92
28342,0.09,0.09
28343,0.79,0.79
28344,0.82,0.82
28345,0.31,0.31
28346,0.23,0.23
28347,0.09,0.09
28348,0.17,0.17
28349,0.06,0.06
28350,0.25,0.25
28351,0.13,0.13
28352,0.16,0.16
28353,0.43,0.43
28354,0.12,0.12
28355,0.1,0.1
28356,0.79,0.79
28357,0.02,0.02
28358,0.74,0.74
28359,0.8,0.8
28360,0.12,0.12
28361,0.19,0.19
28362,0.59,0.59
28363,0.83,0.83
28364,0.83,0.83
28365,0.07,0.07
28366,0.07,0.07
28367,0.17,0.17
28368,0.73,0.73
28369,0.12,0.12
28370,0.6,0.6
28371,0.02,0.02
28372,0.07,0.07
28373,0.07,0.07
28374,0.04,0.04
28375,0.2,0.2
28376,0.14,0.14
28377,0.14,0.14
28378,0.06,0.06
28379,0.21,0.21
28380,0.06,0.06
28381,0.83,0.83
28382,0.15,0.15
28383,0.04,0.04
28384,0.12,0.12
28385,0.88,0.88
28386,0.72,0.72
28387,0.6,0.6
28388,0.08,0.08
28389,0.02,0.02
28390,0.37,0.37
28391,0.06,0.06
28392,0.18,0.18
28393,0.63,0.63
28394,0.15,0.15
28395,0.83,0.83
28396,0.03,0.03
28397,0.13,0.13
28398,0.03,0.03
28399,0.68,0.68
28400,0.87,0.87
28401,0.07,0.07
28402,0.15,0.15
28403,0.19,0.19
28404,0.8,0.8
28405,0.17,0.17
28406,0.12,0.12
28407,0.68,0.68
28408,0.87,0.87
28409,0.06,0.06
28410,0.36,0.36
28411,0.12,0.12
28412,0.83,0.83
28413,0.03,0.03
28414,0.83,0.83
28415,0.13,0.13
28416,0.05,0.05
28417,0.06,0.06
28418,0.39,0.39
28419,0.61,0.61
28420,0.89,0.89
28421,0.13,0.13
28422,0.22,0.22
28423,0.03,0.03
28424,0.1,0.1
28425,0.06,0.06
28426,0.28,0.28
28427,0.11,0.11
28428,0.74,0.74
28429,0.06,0.06
28430,0.22,0.22
28431,0.42,0.42
28432,0.05,0.05
28433,0.42,0.42
28434,0.71,0.71
28435,0.82,0.82
28436,0.17,0.17
28437,0.15,0.15
28438,0.01,0.01
28439,0.2,0.2
28440,0.7,0.7
28441,0.86,0.86
28442,0.61,0.61
28443,0.9,0.9
28444,0.34,0.34
28445,0.07,0.07
28446,0.17,0.17
28447,0.31,0.31
28448,0.19,0.19
28449,0.11,0.11
28450,0.42,0.42
28451,0.1,0.1
28452,0.03,0.03
28453,0.27,0.27
28454,0.34,0.34
28455,0.88,0.88
28456,0.49,0.49
28457,0.56,0.56
28458,0.09,0.09
28459,0.06,0.06
28460,0.01,0.01
28461,0.12,0.12
28462,0.33,0.33
28463,0.1,0.1
28464,0.16,0.16
28465,0.09,0.09
28466,0.2,0.2
28467,0.78,0.78
28468,0.1,0.1
28469,0.12,0.12
28470,0.09,0.09
28471,0.86,0.86
28472,0.21,0.21
28473,0.28,0.28
28474,0.78,0.78
28475,0.37,0.37
28476,0.05,0.05
28477,0.0,0.0
28478,0.08,0.08
28479,0.79,0.79
28480,0.05,0.05
28481,0.11,0.11
28482,0.39,0.39
28483,0.71,0.71
28484,0.07,0.07
28485,0.13,0.13
28486,0.05,0.05
28487,0.07,0.07
28488,0.14,0.14
28489,0.44,0.44
28490,0.06,0.06
28491,0.2,0.2
28492,0.44,0.44
28493,0.03,0.03
28494,0.38,0.38
28495,0.2,0.2
28496,0.82,0.82
28497,0.08,0.08
28498,0.08,0.08
28499,0.09,0.09
28500,0.14,0.14
28501,0.12,0.12
28502,0.07,0.07
28503,0.15,0.15
28504,0.1,0.1
28505,0.01,0.01
28506,0.85,0.85
28507,0.03,0.03
28508,0.15,0.15
28509,0.76,0.76
28510,0.76,0.76
28511,0.58,0.58
28512,0.05,0.05
28513,0.21,0.21
28514,0.13,0.13
28515,0.2,0.2
28516,0.1,0.1
28517,0.1,0.1
28518,0.66,0.66
28519,0.05,0.05
28520,0.05,0.05
28521,0.28,0.28
28522,0.09,0.09
28523,0.26,0.26
28524,0.29,0.29
28525,0.06,0.06
28526,0.25,0.25
28527,0.05,0.05
28528,0.73,0.73
28529,0.26,0.26
28530,0.82,0.82
28531,0.04,0.04
28532,0.04,0.04
28533,0.17,0.17
28534,0.05,0.05
28535,0.12,0.12
28536,0.16,0.16
28537,0.4,0.4
28538,0.77,0.77
28539,0.22,0.22
28540,0.42,0.42
28541,0.84,0.84
28542,0.05,0.05
28543,0.12,0.12
28544,0.72,0.72
28545,0.14,0.14
28546,0.13,0.13
28547,0.8,0.8
28548,0.07,0.07
28549,0.06,0.06
28550,0.7,0.7
28551,0.23,0.23
28552,0.73,0.73
28553,0.37,0.37
28554,0.14,0.14
28555,0.16,0.16
28556,0.12,0.12
28557,0.63,0.63
28558,0.17,0.17
28559,0.07,0.07
28560,0.12,0.12
28561,0.87,0.87
28562,0.11,0.11
28563,0.13,0.13
28564,0.08,0.08
28565,0.09,0.09
28566,0.1,0.1
28567,0.05,0.05
28568,0.52,0.52
28569,0.73,0.73
28570,0.25,0.25
28571,0.12,0.12
28572,0.28,0.28
28573,0.78,0.78
28574,0.12,0.12
28575,0.87,0.87
28576,0.41,0.41
28577,0.25,0.25
28578,0.1,0.1
28579,0.08,0.08
28580,0.14,0.14
28581,0.22,0.22
28582,0.83,0.83
28583,0.45,0.45
28584,0.12,0.12
28585,0.09,0.09
28586,0.07,0.07
28587,0.27,0.27
28588,0.21,0.21
28589,0.91,0.91
28590,0.14,0.14
28591,0.86,0.86
28592,0.86,0.86
28593,0.47,0.47
28594,0.11,0.11
28595,0.54,0.54
28596,0.02,0.02
28597,0.4,0.4
28598,0.21,0.21
28599,0.14,0.14
28600,0.68,0.68
28601,0.2,0.2
28602,0.52,0.52
28603,0.09,0.09
28604,0.46,0.46
28605,0.07,0.07
28606,0.14,0.14
28607,0.13,0.13
28608,0.09,0.09
28609,0.82,0.82
28610,0.09,0.09
28611,0.67,0.67
28612,0.37,0.37
28613,0.14,0.14
28614,0.08,0.08
28615,0.18,0.18
28616,0.08,0.08
28617,0.05,0.05
28618,0.11,0.11
28619,0.64,0.64
28620,0.6,0.6
28621,0.83,0.83
28622,0.82,0.82
28623,0.08,0.08
28624,0.69,0.69
28625,0.23,0.23
28626,0.13,0.13
28627,0.5,0.5
28628,0.15,0.15
28629,0.1,0.1
28630,0.81,0.81
28631,0.75,0.75
28632,0.1,0.1
28633,0.37,0.37
28634,0.14,0.14
28635,0.56,0.56
28636,0.11,0.11
28637,0.79,0.79
28638,0.01,0.01
28639,0.71,0.71
28640,0.14,0.14
28641,0.07,0.07
28642,0.09,0.09
28643,0.36,0.36
28644,0.66,0.66
28645,0.59,0.59
28646,0.67,0.67
28647,0.14,0.14
28648,0.11,0.11
28649,0.06,0.06
28650,0.68,0.68
28651,0.35,0.35
28652,0.09,0.09
28653,0.13,0.13
28654,0.79,0.79
28655,0.4,0.4
28656,0.76,0.76
28657,0.05,0.05
28658,0.87,0.87
28659,0.12,0.12
28660,0.15,0.15
28661,0.16,0.16
28662,0.11,0.11
28663,0.18,0.18
28664,0.64,0.64
28665,0.04,0.04
28666,0.15,0.15
28667,0.3,0.3
28668,0.13,0.13
28669,0.75,0.75
28670,0.03,0.03
28671,0.05,0.05
28672,0.12,0.12
28673,0.14,0.14
28674,0.1,0.1
28675,0.79,0.79
28676,0.7,0.7
28677,0.85,0.85
28678,0.07,0.07
28679,0.33,0.33
28680,0.06,0.06
28681,0.48,0.48
28682,0.87,0.87
28683,0.27,0.27
28684,0.03,0.03
28685,0.17,0.17
28686,0.82,0.82
28687,0.04,0.04
28688,0.43,0.43
28689,0.66,0.66
28690,0.11,0.11
28691,0.77,0.77
28692,0.87,0.87
28693,0.71,0.71
28694,0.2,0.2
28695,0.2,0.2
28696,0.07,0.07
28697,0.26,0.26
28698,0.48,0.48
28699,0.05,0.05
28700,0.74,0.74
28701,0.13,0.13
28702,0.44,0.44
28703,0.24,0.24
28704,0.12,0.12
28705,0.2,0.2
28706,0.21,0.21
28707,0.1,0.1
28708,0.07,0.07
28709,0.1,0.1
28710,0.45,0.45
28711,0.78,0.78
28712,0.15,0.15
28713,0.08,0.08
28714,0.22,0.22
28715,0.32,0.32
28716,0.03,0.03
28717,0.18,0.18
28718,0.29,0.29
28719,0.17,0.17
28720,0.16,0.16
28721,0.15,0.15
28722,0.19,0.19
28723,0.18,0.18
28724,0.85,0.85
28725,0.23,0.23
28726,0.45,0.45
28727,0.08,0.08
28728,0.33,0.33
28729,0.68,0.68
28730,0.73,0.73
28731,0.43,0.43
28732,0.08,0.08
28733,0.4,0.4
28734,0.13,0.13
28735,0.26,0.26
28736,0.07,0.07
28737,0.11,0.11
28738,0.84,0.84
28739,0.79,0.79
28740,0.12,0.12
28741,0.67,0.67
28742,0.36,0.36
28743,0.06,0.06
28744,0.8,0.8
28745,0.87,0.87
28746,0.12,0.12
28747,0.82,0.82
28748,0.83,0.83
28749,0.09,0.09
28750,0.17,0.17
28751,0.25,0.25
28752,0.75,0.75
28753,0.02,0.02
28754,0.73,0.73
28755,0.08,0.08
28756,0.06,0.06
28757,0.33,0.33
28758,0.23,0.23
28759,0.39,0.39
28760,0.12,0.12
28761,0.19,0.19
28762,0.21,0.21
28763,0.15,0.15
28764,0.17,0.17
28765,0.2,0.2
28766,0.27,0.27
28767,0.27,0.27
28768,0.19,0.19
28769,0.16,0.16
28770,0.44,0.44
28771,0.26,0.26
28772,0.14,0.14
28773,0.29,0.29
28774,0.82,0.82
28775,0.07,0.07
28776,0.14,0.14
28777,0.16,0.16
28778,0.11,0.11
28779,0.86,0.86
28780,0.02,0.02
28781,0.11,0.11
28782,0.66,0.66
28783,0.36,0.36
28784,0.34,0.34
28785,0.11,0.11
28786,0.08,0.08
28787,0.01,0.01
28788,0.24,0.24
28789,0.55,0.55
28790,0.27,0.27
28791,0.46,0.46
28792,0.21,0.21
28793,0.75,0.75
28794,0.06,0.06
28795,0.07,0.07
28796,0.09,0.09
28797,0.8,0.8
28798,0.82,0.82
28799,0.37,0.37
28800,0.09,0.09
28801,0.63,0.63
28802,0.18,0.18
28803,0.11,0.11
28804,0.54,0.54
28805,0.11,0.11
28806,0.54,0.54
28807,0.28,0.28
28808,0.05,0.05
28809,0.75,0.75
28810,0.11,0.11
28811,0.75,0.75
28812,0.09,0.09
28813,0.1,0.1
28814,0.46,0.46
28815,0.09,0.09
28816,0.43,0.43
28817,0.19,0.19
28818,0.07,0.07
28819,0.14,0.14
28820,0.07,0.07
28821,0.21,0.21
28822,0.14,0.14
28823,0.14,0.14
28824,0.41,0.41
28825,0.11,0.11
28826,0.39,0.39
28827,0.48,0.48
28828,0.05,0.05
28829,0.02,0.02
28830,0.76,0.76
28831,0.01,0.01
28832,0.04,0.04
28833,0.1,0.1
28834,0.82,0.82
28835,0.11,0.11
28836,0.13,0.13
28837,0.54,0.54
28838,0.85,0.85
28839,0.23,0.23
28840,0.31,0.31
28841,0.13,0.13
28842,0.05,0.05
28843,0.1,0.1
28844,0.08,0.08
28845,0.07,0.07
28846,0.22,0.22
28847,0.12,0.12
28848,0.16,0.16
28849,0.31,0.31
28850,0.2,0.2
28851,0.26,0.26
28852,0.79,0.79
28853,0.08,0.08
28854,0.85,0.85
28855,0.07,0.07
28856,0.62,0.62
28857,0.26,0.26
28858,0.22,0.22
28859,0.07,0.07
28860,0.11,0.11
28861,0.57,0.57
28862,0.71,0.71
28863,0.77,0.77
28864,0.85,0.85
28865,0.31,0.31
28866,0.28,0.28
28867,0.57,0.57
28868,0.08,0.08
28869,0.12,0.12
28870,0.11,0.11
28871,0.1,0.1
28872,0.11,0.11
28873,0.06,0.06
28874,0.74,0.74
28875,0.13,0.13
28876,0.8,0.8
28877,0.05,0.05
28878,0.02,0.02
28879,0.42,0.42
28880,0.75,0.75
28881,0.25,0.25
28882,0.22,0.22
28883,0.69,0.69
28884,0.11,0.11
28885,0.24,0.24
28886,0.05,0.05
28887,0.05,0.05
28888,0.03,0.03
28889,0.1,0.1
28890,0.24,0.24
28891,0.1,0.1
28892,0.04,0.04
28893,0.17,0.17
28894,0.05,0.05
28895,0.17,0.17
28896,0.59,0.59
28897,0.75,0.75
28898,0.09,0.09
28899,0.54,0.54
28900,0.7,0.7
28901,0.61,0.61
28902,0.07,0.07
28903,0.13,0.13
28904,0.37,0.37
28905,0.77,0.77
28906,0.84,0.84
28907,0.04,0.04
28908,0.28,0.28
28909,0.75,0.75
28910,0.09,0.09
28911,0.16,0.16
28912,0.81,0.81
28913,0.1,0.1
28914,0.81,0.81
28915,0.08,0.08
28916,0.7,0.7
28917,0.11,0.11
28918,0.4,0.4
28919,0.24,0.24
28920,0.26,0.26
28921,0.21,0.21
28922,0.16,0.16
28923,0.56,0.56
28924,0.85,0.85
28925,0.12,0.12
28926,0.69,0.69
28927,0.19,0.19
28928,0.92,0.92
28929,0.19,0.19
28930,0.06,0.06
28931,0.16,0.16
28932,0.11,0.11
28933,0.12,0.12
28934,0.19,0.19
28935,0.19,0.19
28936,0.2,0.2
28937,0.38,0.38
28938,0.19,0.19
28939,0.5,0.5
28940,0.71,0.71
28941,0.8,0.8
28942,0.13,0.13
28943,0.72,0.72
28944,0.08,0.08
28945,0.14,0.14
28946,0.34,0.34
28947,0.13,0.13
28948,0.57,0.57
28949,0.09,0.09
28950,0.85,0.85
28951,0.06,0.06
28952,0.76,0.76
28953,0.21,0.21
28954,0.2,0.2
28955,0.78,0.78
28956,0.5,0.5
28957,0.08,0.08
28958,0.07,0.07
28959,0.75,0.75
28960,0.7,0.7
28961,0.09,0.09
28962,0.07,0.07
28963,0.33,0.33
28964,0.19,0.19
28965,0.04,0.04
28966,0.06,0.06
28967,0.81,0.81
28968,0.27,0.27
28969,0.12,0.12
28970,0.05,0.05
28971,0.38,0.38
28972,0.19,0.19
28973,0.24,0.24
28974,0.02,0.02
28975,0.06,0.06
28976,0.81,0.81
28977,0.12,0.12
28978,0.75,0.75
28979,0.93,0.93
28980,0.16,0.16
28981,0.8,0.8
28982,0.06,0.06
28983,0.03,0.03
28984,0.79,0.79
28985,0.17,0.17
28986,0.12,0.12
28987,0.05,0.05
28988,0.79,0.79
28989,0.9,0.9
28990,0.08,0.08
28991,0.68,0.68
28992,0.06,0.06
28993,0.06,0.06
28994,0.08,0.08
28995,0.6,0.6
28996,0.66,0.66
28997,0.04,0.04
28998,0.59,0.59
28999,0.09,0.09
29000,0.8,0.8
29001,0.07,0.07
29002,0.06,0.06
29003,0.9,0.9
29004,0.06,0.06
29005,0.8,0.8
29006,0.06,0.06
29007,0.84,0.84
29008,0.22,0.22
29009,0.16,0.16
29010,0.23,0.23
29011,0.12,0.12
29012,0.76,0.76
29013,0.09,0.09
29014,0.13,0.13
29015,0.12,0.12
29016,0.12,0.12
29017,0.8,0.8
29018,0.03,0.03
29019,0.7,0.7
29020,0.8,0.8
29021,0.74,0.74
29022,0.71,0.71
29023,0.83,0.83
29024,0.64,0.64
29025,0.03,0.03
29026,0.68,0.68
29027,0.86,0.86
29028,0.69,0.69
29029,0.24,0.24
29030,0.1,0.1
29031,0.17,0.17
29032,0.96,0.96
29033,0.11,0.11
29034,0.76,0.76
29035,0.21,0.21
29036,0.08,0.08
29037,0.23,0.23
29038,0.11,0.11
29039,0.19,0.19
29040,0.02,0.02
29041,0.12,0.12
29042,0.06,0.06
29043,0.04,0.04
29044,0.83,0.83
29045,0.11,0.11
29046,0.09,0.09
29047,0.03,0.03
29048,0.84,0.84
29049,0.86,0.86
29050,0.12,0.12
29051,0.68,0.68
29052,0.07,0.07
29053,0.11,0.11
29054,0.14,0.14
29055,0.82,0.82
29056,0.2,0.2
29057,0.56,0.56
29058,0.06,0.06
29059,0.24,0.24
29060,0.11,0.11
29061,0.12,0.12
29062,0.09,0.09
29063,0.76,0.76
29064,0.91,0.91
29065,0.14,0.14
29066,0.17,0.17
29067,0.86,0.86
29068,0.11,0.11
29069,0.89,0.89
29070,0.56,0.56
29071,0.76,0.76
29072,0.21,0.21
29073,0.17,0.17
29074,0.79,0.79
29075,0.46,0.46
29076,0.83,0.83
29077,0.79,0.79
29078,0.16,0.16
29079,0.22,0.22
29080,0.08,0.08
29081,0.64,0.64
29082,0.08,0.08
29083,0.05,0.05
29084,0.8,0.8
29085,0.14,0.14
29086,0.47,0.47
29087,0.09,0.09
29088,0.17,0.17
29089,0.05,0.05
29090,0.14,0.14
29091,0.61,0.61
29092,0.78,0.78
29093,0.2,0.2
29094,0.12,0.12
29095,0.79,0.79
29096,0.22,0.22
29097,0.05,0.05
29098,0.78,0.78
29099,0.84,0.84
29100,0.7,0.7
29101,0.13,0.13
29102,0.27,0.27
29103,0.82,0.82
29104,0.34,0.34
29105,0.27,0.27
29106,0.1,0.1
29107,0.08,0.08
29108,0.4,0.4
29109,0.18,0.18
29110,0.1,0.1
29111,0.86,0.86
29112,0.83,0.83
29113,0.37,0.37
29114,0.23,0.23
29115,0.05,0.05
29116,0.15,0.15
29117,0.12,0.12
29118,0.59,0.59
29119,0.85,0.85
29120,0.09,0.09
29121,0.33,0.33
29122,0.78,0.78
29123,0.33,0.33
29124,0.28,0.28
29125,0.09,0.09
29126,0.83,0.83
29127,0.79,0.79
29128,0.08,0.08
29129,0.0,0.0
29130,0.13,0.13
29131,0.1,0.1
29132,0.81,0.81
29133,0.12,0.12
29134,0.2,0.2
29135,0.39,0.39
29136,0.1,0.1
29137,0.18,0.18
29138,0.03,0.03
29139,0.13,0.13
29140,0.09,0.09
29141,0.06,0.06
29142,0.1,0.1
29143,0.11,0.11
29144,0.92,0.92
29145,0.72,0.72
29146,0.17,0.17
29147,0.36,0.36
29148,0.8,0.8
29149,0.19,0.19
29150,0.16,0.16
29151,0.12,0.12
29152,0.81,0.81
29153,0.11,0.11
29154,0.06,0.06
29155,0.16,0.16
29156,0.06,0.06
29157,0.08,0.08
29158,0.23,0.23
29159,0.19,0.19
29160,0.11,0.11
29161,0.76,0.76
29162,0.09,0.09
29163,0.04,0.04
29164,0.05,0.05
29165,0.8,0.8
29166,0.3,0.3
29167,0.19,0.19
29168,0.48,0.48
29169,0.72,0.72
29170,0.12,0.12
29171,0.22,0.22
29172,0.43,0.43
29173,0.72,0.72
29174,0.05,0.05
29175,0.15,0.15
29176,0.5,0.5
29177,0.7,0.7
29178,0.1,0.1
29179,0.13,0.13
29180,0.09,0.09
29181,0.15,0.15
29182,0.16,0.16
29183,0.13,0.13
29184,0.05,0.05
29185,0.12,0.12
29186,0.13,0.13
29187,0.14,0.14
29188,0.07,0.07
29189,0.08,0.08
29190,0.22,0.22
29191,0.11,0.11
29192,0.06,0.06
29193,0.09,0.09
29194,0.05,0.05
29195,0.12,0.12
29196,0.15,0.15
29197,0.43,0.43
29198,0.73,0.73
29199,0.31,0.31
29200,0.79,0.79
29201,0.07,0.07
29202,0.77,0.77
29203,0.26,0.26
29204,0.76,0.76
29205,0.68,0.68
29206,0.71,0.71
29207,0.05,0.05
29208,0.85,0.85
29209,0.06,0.06
29210,0.05,0.05
29211,0.44,0.44
29212,0.11,0.11
29213,0.06,0.06
29214,0.26,0.26
29215,0.11,0.11
29216,0.81,0.81
29217,0.32,0.32
29218,0.85,0.85
29219,0.07,0.07
29220,0.72,0.72
29221,0.87,0.87
29222,0.03,0.03
29223,0.03,0.03
29224,0.81,0.81
29225,0.66,0.66
29226,0.07,0.07
29227,0.11,0.11
29228,0.11,0.11
29229,0.1,0.1
29230,0.18,0.18
29231,0.06,0.06
29232,0.16,0.16
29233,0.28,0.28
29234,0.02,0.02
29235,0.26,0.26
29236,0.86,0.86
29237,0.75,0.75
29238,0.87,0.87
29239,0.08,0.08
29240,0.13,0.13
29241,0.11,0.11
29242,0.77,0.77
29243,0.21,0.21
29244,0.43,0.43
